,VSI_Motor_Speed_RR,VSI_Motor_Speed_RL,VSI_Motor_Speed_FR,VSI_Motor_Speed_FL,VSI_TrqFeedback_RR,VSI_TrqFeedback_RL,VSI_TrqFeedback_FR,VSI_TrqFeedback_FL
12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.41,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.25872
12.42,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.44,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,-0.12936
12.45,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
12.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.47,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936,-0.12936
12.48,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
12.49,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.25872
12.5,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.51,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.52,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
12.53,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.56,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
12.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.58,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.59,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.61,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.62,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
12.63,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.65,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.67,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
12.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.69,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,-0.12936
12.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.72,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.73,0.0,0.0,0.0,0.0,-0.25872,-0.12936,-0.12936,0.0
12.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.75,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.76,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
12.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
12.82,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.83,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
12.84,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936,-0.25872
12.85,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.86,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.88,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
12.89,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.91,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.92,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.25872,-0.12936
12.93,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
12.94,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,-0.12936
12.95,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.98,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
12.99,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.01,0.0,0.0,0.0,0.0,-0.12936,-0.25872,0.0,0.0
13.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.03,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.04,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.07,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.08,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
13.09,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.11,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.12,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.13,0.0,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0
13.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.17,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.18,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.12936
13.19,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.2,0.0,0.0,0.0,0.0,0.0,-0.25872,0.0,-0.12936
13.21,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.25,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.27,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.29,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.32,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.33,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.35,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.36,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.39,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0,0.0
13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.41,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
13.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872
13.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.45,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.46,0.0,0.0,0.0,0.0,-0.25872,-0.12936,0.0,0.0
13.47,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.48,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
13.49,0.0,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0
13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.51,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.12936
13.52,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.55,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.6,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,-0.12936
13.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.63,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
13.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.66,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.67,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.7,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
13.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.74,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.25872
13.75,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.76,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.78,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.12936
13.79,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
13.8,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.81,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.82,0.0,0.0,0.0,0.0,-0.12936,-0.25872,-0.12936,0.0
13.83,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872
13.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.88,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
13.89,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.91,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.93,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
13.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
13.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.96,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
13.97,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872,-0.12936
13.98,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
13.99,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.01,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.38808,-0.12936
14.02,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.25872,0.0
14.03,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.06,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.51744,0.0
14.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
14.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09,0.0,0.0,0.0,0.0,0.0,0.0,0.12936,-0.12936
14.1,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
14.11,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.38808,0.0
14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.13,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
14.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.15,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
14.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.17,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.19,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0,0.0
14.2,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.22,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872
14.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
14.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872
14.27,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
14.28,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.3,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.31,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.32,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.33,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0
14.34,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,-0.12936
14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.36,0.0,0.0,0.0,0.0,0.0,-0.25872,-0.12936,-0.12936
14.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.38,0.0,0.0,0.0,0.0,-0.25872,-0.12936,0.0,-0.25872
14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
14.41,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.44,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.47,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936
14.48,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
14.49,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,-0.12936
14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.51,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
14.52,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0
14.53,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936
14.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.55,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.56,0.0,0.0,0.0,0.0,-0.25872,-0.12936,0.0,0.0
14.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.59,0.0,0.0,0.0,0.0,-0.38808,-0.12936,0.0,0.0
14.6,0.0,0.0,0.0,0.0,-0.51744,0.0,0.0,0.0
14.61,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.25872
14.62,0.0,0.0,0.0,0.0,0.12936,0.0,0.0,-0.12936
14.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872
14.64,0.0,0.0,0.0,0.0,-0.38808,0.0,0.0,0.0
14.65,0.0,0.0,0.0,0.0,-0.51744,0.0,-0.12936,0.0
14.66,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.68,0.0,0.0,0.0,0.0,0.0,0.0,-0.25872,0.0
14.69,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0,-0.12936
14.7,0.0,0.0,0.0,0.0,-0.38808,-0.12936,0.0,0.0
14.71,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0,0.0
14.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.73,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0
14.76,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.77,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.79,0.0,0.0,0.0,0.0,-0.12936,-0.25872,-0.25872,0.0
14.8,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,-0.25872
14.81,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.82,0.0,0.0,0.0,0.0,-0.25872,0.0,-0.12936,-0.12936
14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.84,0.0,0.0,0.0,0.0,-0.12936,-0.12936,-0.25872,-0.12936
14.85,0.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0
14.86,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
14.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.88,0.0,0.0,0.0,0.0,0.0,-0.25872,0.0,0.0
14.89,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.9,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,-0.12936
14.91,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.92,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
14.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.94,0.0,0.0,0.0,0.0,-0.12936,-0.12936,-0.12936,-0.12936
14.95,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,-0.12936
14.96,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,-0.12936
14.97,0.0,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0
14.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12936
14.99,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
15.01,0.0,0.0,0.0,0.0,-0.12936,0.0,0.0,0.0
15.02,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
15.03,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,0.0
15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.06,0.0,0.0,0.0,0.0,-0.12936,-0.12936,0.0,0.0
15.07,0.0,0.0,0.0,0.0,-0.12936,0.0,-0.12936,-0.12936
15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.11,0.0,0.0,0.0,0.0,0.0,0.12936,0.0,0.0
15.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.17,0.0,0.0,0.0,0.0,0.0,0.12936,0.0,0.0
15.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.85,0.0,0.0,0.0,0.0,0.0,0.12936,0.0,0.0
15.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
